                                                                                                    
{'loss': 4.8249, 'grad_norm': 121.13385449631014, 'learning_rate': 0.0, 'epoch': 0.0}
{'loss': 1.5515, 'grad_norm': 17.374967900833884, 'learning_rate': 4.516258982775997e-06, 'epoch': 0.58}
{'loss': 0.2874, 'grad_norm': 12.704752601044458, 'learning_rate': 4.4908850664808245e-06, 'epoch': 0.58}
{'loss': 0.406, 'grad_norm': 14.74558281815974, 'learning_rate': 4.465524392174437e-06, 'epoch': 0.58}
{'loss': 1.1339, 'grad_norm': 31.79101055439129, 'learning_rate': 4.4401776194834615e-06, 'epoch': 0.58}
{'loss': 0.3619, 'grad_norm': 11.86510818127108, 'learning_rate': 4.414845407672943e-06, 'epoch': 0.59}
{'loss': 1.7008, 'grad_norm': 18.379921265021093, 'learning_rate': 4.389528415629201e-06, 'epoch': 0.59}
{'loss': 1.4913, 'grad_norm': 21.34615119145132, 'learning_rate': 4.364227301842691e-06, 'epoch': 0.59}
{'loss': 0.5176, 'grad_norm': 15.496708112258602, 'learning_rate': 4.33894272439088e-06, 'epoch': 0.59}
{'loss': 0.5892, 'grad_norm': 16.135290161482917, 'learning_rate': 4.313675340921128e-06, 'epoch': 0.59}
{'loss': 2.1087, 'grad_norm': 33.73844550206349, 'learning_rate': 4.2884258086335755e-06, 'epoch': 0.59}
{'loss': 0.8803, 'grad_norm': 17.485563308954863, 'learning_rate': 4.263194784264065e-06, 'epoch': 0.59}
{'loss': 0.7625, 'grad_norm': 12.1461973426929, 'learning_rate': 4.23798292406705e-06, 'epoch': 0.6}
{'loss': 1.0583, 'grad_norm': 16.68261401798399, 'learning_rate': 4.212790883798524e-06, 'epoch': 0.6}
{'loss': 0.5341, 'grad_norm': 15.677806444387402, 'learning_rate': 4.187619318698971e-06, 'epoch': 0.6}
{'loss': 2.094, 'grad_norm': 28.47974632278838, 'learning_rate': 4.162468883476319e-06, 'epoch': 0.6}
{'loss': 1.5131, 'grad_norm': 21.56222366481881, 'learning_rate': 4.137340232288908e-06, 'epoch': 0.6}
{'loss': 1.3524, 'grad_norm': 23.05990158780403, 'learning_rate': 4.1122340187284845e-06, 'epoch': 0.6}
{'loss': 1.8783, 'grad_norm': 27.07805016267877, 'learning_rate': 4.087150895803192e-06, 'epoch': 0.6}
{'loss': 1.5343, 'grad_norm': 24.57571187631209, 'learning_rate': 4.062091515920595e-06, 'epoch': 0.61}
{'loss': 1.0943, 'grad_norm': 21.135403146755664, 'learning_rate': 4.0370565308706986e-06, 'epoch': 0.61}
{'loss': 1.2565, 'grad_norm': 20.658221139908818, 'learning_rate': 4.012046591809012e-06, 'epoch': 0.61}
{'loss': 1.3614, 'grad_norm': 19.299116745717324, 'learning_rate': 3.987062349239596e-06, 'epoch': 0.61}
{'loss': 1.3477, 'grad_norm': 18.78641203373436, 'learning_rate': 3.9621044529981515e-06, 'epoch': 0.61}
{'loss': 1.0115, 'grad_norm': 22.257630246100472, 'learning_rate': 3.937173552235117e-06, 'epoch': 0.61}
{'loss': 1.0152, 'grad_norm': 14.493401230450084, 'learning_rate': 3.912270295398785e-06, 'epoch': 0.61}
{'loss': 0.8859, 'grad_norm': 13.964534659103565, 'learning_rate': 3.887395330218429e-06, 'epoch': 0.62}
{'loss': 0.8037, 'grad_norm': 13.304898156729282, 'learning_rate': 3.862549303687468e-06, 'epoch': 0.62}
{'loss': 1.5275, 'grad_norm': 19.732090695545775, 'learning_rate': 3.837732862046627e-06, 'epoch': 0.62}
{'loss': 0.2429, 'grad_norm': 9.192329424457109, 'learning_rate': 3.8129466507671365e-06, 'epoch': 0.62}
{'loss': 1.3907, 'grad_norm': 23.62064555694237, 'learning_rate': 3.7881913145339387e-06, 'epoch': 0.62}
{'loss': 0.3531, 'grad_norm': 10.849191750287753, 'learning_rate': 3.7634674972289227e-06, 'epoch': 0.62}
{'loss': 0.6174, 'grad_norm': 14.488642812054486, 'learning_rate': 3.738775841914175e-06, 'epoch': 0.62}
{'loss': 0.915, 'grad_norm': 15.079833878268065, 'learning_rate': 3.7141169908152562e-06, 'epoch': 0.63}
{'loss': 1.6738, 'grad_norm': 23.512068268827655, 'learning_rate': 3.689491585304491e-06, 'epoch': 0.63}
{'loss': 1.306, 'grad_norm': 19.318430208466662, 'learning_rate': 3.6649002658842925e-06, 'epoch': 0.63}
{'loss': 0.6898, 'grad_norm': 15.69941340730072, 'learning_rate': 3.640343672170503e-06, 'epoch': 0.63}
{'loss': 1.2413, 'grad_norm': 17.843640786020693, 'learning_rate': 3.6158224428757538e-06, 'epoch': 0.63}
{'loss': 1.3461, 'grad_norm': 17.431042816180067, 'learning_rate': 3.5913372157928515e-06, 'epoch': 0.63}
{'loss': 0.2913, 'grad_norm': 11.95847583381977, 'learning_rate': 3.5668886277781955e-06, 'epoch': 0.64}
{'loss': 0.9127, 'grad_norm': 18.729670420984586, 'learning_rate': 3.5424773147352085e-06, 'epoch': 0.64}
{'loss': 1.1581, 'grad_norm': 23.255952157781408, 'learning_rate': 3.5181039115977945e-06, 'epoch': 0.64}
{'loss': 0.313, 'grad_norm': 9.41448550558788, 'learning_rate': 3.4937690523138302e-06, 'epoch': 0.64}
{'loss': 1.0233, 'grad_norm': 18.62440493895336, 'learning_rate': 3.469473369828674e-06, 'epoch': 0.64}
{'loss': 0.3488, 'grad_norm': 15.350482963810057, 'learning_rate': 3.4452174960687033e-06, 'epoch': 0.64}
{'loss': 0.291, 'grad_norm': 12.153902714971775, 'learning_rate': 3.4210020619248762e-06, 'epoch': 0.64}
{'loss': 0.3379, 'grad_norm': 13.523426188820235, 'learning_rate': 3.3968276972363224e-06, 'epoch': 0.65}
{'loss': 0.3603, 'grad_norm': 12.339656333798633, 'learning_rate': 3.372695030773966e-06, 'epoch': 0.65}
{'loss': 0.2562, 'grad_norm': 12.924056258862548, 'learning_rate': 3.3486046902241663e-06, 'epoch': 0.65}
{'loss': 1.1789, 'grad_norm': 19.880994860441778, 'learning_rate': 3.324557302172389e-06, 'epoch': 0.65}
{'loss': 0.3527, 'grad_norm': 10.894044025477415, 'learning_rate': 3.3005534920869175e-06, 'epoch': 0.65}
{'loss': 1.5373, 'grad_norm': 19.07127835341922, 'learning_rate': 3.27659388430258e-06, 'epoch': 0.65}
{'loss': 0.8134, 'grad_norm': 16.5159904825139, 'learning_rate': 3.252679102004509e-06, 'epoch': 0.65}
{'loss': 1.7602, 'grad_norm': 20.935015015500543, 'learning_rate': 3.2288097672119347e-06, 'epoch': 0.66}
{'loss': 1.0, 'grad_norm': 16.79340229859981, 'learning_rate': 3.204986500762006e-06, 'epoch': 0.66}
{'loss': 1.3705, 'grad_norm': 21.930275381021413, 'learning_rate': 3.1812099222936434e-06, 'epoch': 0.66}
{'loss': 1.2077, 'grad_norm': 19.059918140642882, 'learning_rate': 3.1574806502314206e-06, 'epoch': 0.66}
{'loss': 0.5811, 'grad_norm': 17.378007519136567, 'learning_rate': 3.133799301769475e-06, 'epoch': 0.66}
{'loss': 1.7129, 'grad_norm': 23.260013652557177, 'learning_rate': 3.110166492855468e-06, 'epoch': 0.66}
{'loss': 0.8714, 'grad_norm': 12.543253883269086, 'learning_rate': 3.0865828381745515e-06, 'epoch': 0.66}
{'loss': 0.8319, 'grad_norm': 15.809826228465115, 'learning_rate': 3.063048951133386e-06, 'epoch': 0.67}
{'loss': 0.7166, 'grad_norm': 15.408652201465918, 'learning_rate': 3.0395654438441833e-06, 'epoch': 0.67}
{'loss': 1.7704, 'grad_norm': 20.332213495916882, 'learning_rate': 3.016132927108787e-06, 'epoch': 0.67}
{'loss': 0.9297, 'grad_norm': 16.406816244263737, 'learning_rate': 2.992752010402789e-06, 'epoch': 0.67}
{'loss': 1.7476, 'grad_norm': 25.361842327178046, 'learning_rate': 2.9694233018596665e-06, 'epoch': 0.67}
{'loss': 0.7226, 'grad_norm': 16.060107653320006, 'learning_rate': 2.946147408254976e-06, 'epoch': 0.67}
{'loss': 1.5807, 'grad_norm': 21.400839579009503, 'learning_rate': 2.9229249349905686e-06, 'epoch': 0.67}
{'loss': 0.3155, 'grad_norm': 11.432265687476633, 'learning_rate': 2.8997564860788385e-06, 'epoch': 0.68}
{'loss': 0.8725, 'grad_norm': 16.87349147526827, 'learning_rate': 2.8766426641270197e-06, 'epoch': 0.68}
{'loss': 0.3142, 'grad_norm': 11.298183746774688, 'learning_rate': 2.8535840703215016e-06, 'epoch': 0.68}
{'loss': 0.3151, 'grad_norm': 11.697481012984552, 'learning_rate': 2.83058130441221e-06, 'epoch': 0.68}
{'loss': 0.8879, 'grad_norm': 15.510056213674131, 'learning_rate': 2.807634964696988e-06, 'epoch': 0.68}
{'loss': 1.9101, 'grad_norm': 31.91830662867049, 'learning_rate': 2.7847456480060476e-06, 'epoch': 0.68}
{'loss': 0.8387, 'grad_norm': 16.956242307816904, 'learning_rate': 2.761913949686438e-06, 'epoch': 0.68}
{'loss': 0.6915, 'grad_norm': 13.190457528204666, 'learning_rate': 2.7391404635865725e-06, 'epoch': 0.69}
{'loss': 1.4511, 'grad_norm': 22.075541388087814, 'learning_rate': 2.716425782040767e-06, 'epoch': 0.69}
{'loss': 0.5354, 'grad_norm': 14.619346121954086, 'learning_rate': 2.6937704958538483e-06, 'epoch': 0.69}
{'loss': 1.1843, 'grad_norm': 21.556595134585095, 'learning_rate': 2.671175194285773e-06, 'epoch': 0.69}
{'loss': 0.9132, 'grad_norm': 15.478344932835096, 'learning_rate': 2.648640465036316e-06, 'epoch': 0.69}
{'loss': 1.4292, 'grad_norm': 18.08732814418171, 'learning_rate': 2.6261668942297724e-06, 'epoch': 0.69}
{'loss': 0.3168, 'grad_norm': 13.165014851407559, 'learning_rate': 2.603755066399718e-06, 'epoch': 0.69}
{'loss': 0.9135, 'grad_norm': 19.58870646739033, 'learning_rate': 2.5814055644738013e-06, 'epoch': 0.7}
{'loss': 0.3589, 'grad_norm': 12.20023874708333, 'learning_rate': 2.559118969758595e-06, 'epoch': 0.7}
{'loss': 1.4495, 'grad_norm': 23.979429462929147, 'learning_rate': 2.5368958619244542e-06, 'epoch': 0.7}
{'loss': 1.3687, 'grad_norm': 22.90677839264691, 'learning_rate': 2.514736818990463e-06, 'epoch': 0.7}
{'loss': 0.8286, 'grad_norm': 17.39640992485432, 'learning_rate': 2.4926424173093785e-06, 'epoch': 0.7}
{'loss': 0.9153, 'grad_norm': 19.116930331634094, 'learning_rate': 2.470613231552661e-06, 'epoch': 0.7}
{'loss': 0.7811, 'grad_norm': 19.135237123404774, 'learning_rate': 2.448649834695503e-06, 'epoch': 0.71}
{'loss': 1.9109, 'grad_norm': 22.98100985411446, 'learning_rate': 2.4267527980019523e-06, 'epoch': 0.71}
{'loss': 1.403, 'grad_norm': 17.79719674680156, 'learning_rate': 2.4049226910100317e-06, 'epoch': 0.71}
{'loss': 0.7579, 'grad_norm': 17.688409027677782, 'learning_rate': 2.383160081516941e-06, 'epoch': 0.71}
{'loss': 1.0259, 'grad_norm': 10.331855429289423, 'learning_rate': 2.3614655355642758e-06, 'epoch': 0.71}
{'loss': 1.7547, 'grad_norm': 19.15208612021418, 'learning_rate': 2.339839617423318e-06, 'epoch': 0.71}
{'loss': 0.6691, 'grad_norm': 18.615489585906026, 'learning_rate': 2.3182828895803438e-06, 'epoch': 0.71}
{'loss': 1.0558, 'grad_norm': 16.16107911592973, 'learning_rate': 2.296795912722014e-06, 'epoch': 0.72}
{'loss': 1.6425, 'grad_norm': 22.108039766117596, 'learning_rate': 2.275379245720763e-06, 'epoch': 0.72}
{'loss': 0.2666, 'grad_norm': 11.231863623101702, 'learning_rate': 2.254033445620293e-06, 'epoch': 0.72}
{'loss': 0.5452, 'grad_norm': 15.704866699909042, 'learning_rate': 2.23275906762106e-06, 'epoch': 0.72}
{'loss': 1.3766, 'grad_norm': 19.94377631956469, 'learning_rate': 2.211556665065854e-06, 'epoch': 0.72}
{'loss': 1.2455, 'grad_norm': 17.815248326624875, 'learning_rate': 2.1904267894253854e-06, 'epoch': 0.72}
{'loss': 1.0785, 'grad_norm': 15.702859254461972, 'learning_rate': 2.169369990283963e-06, 'epoch': 0.72}
{'loss': 1.2295, 'grad_norm': 23.867364274080277, 'learning_rate': 2.148386815325179e-06, 'epoch': 0.73}
{'loss': 1.2387, 'grad_norm': 26.17338271652596, 'learning_rate': 2.1274778103176854e-06, 'epoch': 0.73}
{'loss': 1.0645, 'grad_norm': 17.064678300968946, 'learning_rate': 2.1066435191009717e-06, 'epoch': 0.73}
{'loss': 0.7064, 'grad_norm': 15.544935017939753, 'learning_rate': 2.08588448357125e-06, 'epoch': 0.73}
***** Running Evaluation *****
[INFO|trainer.py:4645] 2025-12-19 08:01:32,752 >>   Num examples = 109
[INFO|trainer.py:4648] 2025-12-19 08:01:32,752 >>   Batch size = 1
 77%|██████████████████████████████████████████▏            | 525/685 [22:40:41<6:48:54, 153.34s/it][INFO|trainer.py:4309] 2025-12-19 10:31:00,480 >> Saving model checkpoint to /hub_data4/seohyun/saves/ecva_instruct/full/sft/checkpoint-525
[INFO|configuration_utils.py:491] 2025-12-19 10:31:00,486 >> Configuration saved in /hub_data4/seohyun/saves/ecva_instruct/full/sft/checkpoint-525/config.json
{'eval_loss': 0.9934203624725342, 'eval_runtime': 5234.3416, 'eval_samples_per_second': 0.021, 'eval_steps_per_second': 0.007, 'epoch': 0.73}
{'loss': 0.2938, 'grad_norm': 10.234702748222128, 'learning_rate': 2.065201243667335e-06, 'epoch': 0.73}
{'loss': 0.7271, 'grad_norm': 15.865011592911676, 'learning_rate': 2.0445943373566178e-06, 'epoch': 0.73}
{'loss': 1.3098, 'grad_norm': 18.418180090592404, 'learning_rate': 2.02406430062106e-06, 'epoch': 0.73}
{'loss': 0.7449, 'grad_norm': 20.82290192653945, 'learning_rate': 2.0036116674432653e-06, 'epoch': 0.74}
{'loss': 1.3361, 'grad_norm': 21.55840504795173, 'learning_rate': 1.9832369697925786e-06, 'epoch': 0.74}
{'loss': 1.1467, 'grad_norm': 18.630951206219777, 'learning_rate': 1.962940737611264e-06, 'epoch': 0.74}
{'loss': 0.9535, 'grad_norm': 17.94184458610717, 'learning_rate': 1.9427234988006998e-06, 'epoch': 0.74}
{'loss': 1.0915, 'grad_norm': 19.26373255813133, 'learning_rate': 1.922585779207674e-06, 'epoch': 0.74}
{'loss': 0.3742, 'grad_norm': 14.850049105151541, 'learning_rate': 1.9025281026106846e-06, 'epoch': 0.74}
{'loss': 0.9473, 'grad_norm': 19.168097520526395, 'learning_rate': 1.8825509907063328e-06, 'epoch': 0.74}
{'loss': 1.5898, 'grad_norm': 21.79377369830354, 'learning_rate': 1.8626549630957397e-06, 'epoch': 0.75}
{'loss': 2.0909, 'grad_norm': 27.962421642347795, 'learning_rate': 1.8428405372710446e-06, 'epoch': 0.75}
{'loss': 1.0288, 'grad_norm': 16.982560912865768, 'learning_rate': 1.8231082286019342e-06, 'epoch': 0.75}
{'loss': 1.4382, 'grad_norm': 21.480951287530615, 'learning_rate': 1.8034585503222441e-06, 'epoch': 0.75}
{'loss': 0.9902, 'grad_norm': 12.067387390069667, 'learning_rate': 1.7838920135166066e-06, 'epoch': 0.75}
{'loss': 1.4119, 'grad_norm': 20.214245238049568, 'learning_rate': 1.7644091271071645e-06, 'epoch': 0.75}
{'loss': 1.0478, 'grad_norm': 18.550100412428176, 'learning_rate': 1.745010397840321e-06, 'epoch': 0.75}
{'loss': 0.2312, 'grad_norm': 9.718693111923058, 'learning_rate': 1.7256963302735752e-06, 'epoch': 0.76}
{'loss': 1.6298, 'grad_norm': 21.805177416086202, 'learning_rate': 1.706467426762382e-06, 'epoch': 0.76}
{'loss': 0.3033, 'grad_norm': 9.541134809425191, 'learning_rate': 1.687324187447102e-06, 'epoch': 0.76}
{'loss': 0.6436, 'grad_norm': 14.683801651137195, 'learning_rate': 1.6682671102399806e-06, 'epoch': 0.76}
{'loss': 0.7414, 'grad_norm': 13.174651577648042, 'learning_rate': 1.6492966908122033e-06, 'epoch': 0.76}
{'loss': 1.9123, 'grad_norm': 19.76430461769764, 'learning_rate': 1.630413422581001e-06, 'epoch': 0.76}
{'loss': 0.9536, 'grad_norm': 16.346577535567786, 'learning_rate': 1.611617796696821e-06, 'epoch': 0.76}
{'loss': 1.4536, 'grad_norm': 17.632675832167422, 'learning_rate': 1.5929103020305441e-06, 'epoch': 0.77}
[INFO|configuration_utils.py:757] 2025-12-19 10:31:00,487 >> Configuration saved in /hub_data4/seohyun/saves/ecva_instruct/full/sft/checkpoint-525/generation_config.json
[INFO|modeling_utils.py:4181] 2025-12-19 10:31:03,497 >> Model weights saved in /hub_data4/seohyun/saves/ecva_instruct/full/sft/checkpoint-525/model.safetensors
[INFO|tokenization_utils_base.py:2421] 2025-12-19 10:31:03,498 >> chat template saved in /hub_data4/seohyun/saves/ecva_instruct/full/sft/checkpoint-525/chat_template.jinja
[INFO|tokenization_utils_base.py:2590] 2025-12-19 10:31:03,499 >> tokenizer config file saved in /hub_data4/seohyun/saves/ecva_instruct/full/sft/checkpoint-525/tokenizer_config.json
[INFO|tokenization_utils_base.py:2599] 2025-12-19 10:31:03,499 >> Special tokens file saved in /hub_data4/seohyun/saves/ecva_instruct/full/sft/checkpoint-525/special_tokens_map.json
/home/seohyun/.conda/envs/llama_factory/lib/python3.10/site-packages/torch/distributed/distributed_c10d.py:4876: UserWarning: barrier(): using the device under current context. You can specify `device_id` in `init_process_group` to mute this warning.
  warnings.warn(  # warn only once
[2025-12-19 10:31:03,635] [INFO] [logging.py:107:log_dist] [Rank 0] [Torch] Checkpoint global_step525 is about to be saved!
[2025-12-19 10:31:03,711] [INFO] [logging.py:107:log_dist] [Rank 0] Saving model checkpoint: /hub_data4/seohyun/saves/ecva_instruct/full/sft/checkpoint-525/global_step525/zero_pp_rank_0_mp_rank_00_model_states.pt
[2025-12-19 10:31:03,711] [INFO] [torch_checkpoint_engine.py:21:save] [Torch] Saving /hub_data4/seohyun/saves/ecva_instruct/full/sft/checkpoint-525/global_step525/zero_pp_rank_0_mp_rank_00_model_states.pt...
[2025-12-19 10:31:03,947] [INFO] [torch_checkpoint_engine.py:23:save] [Torch] Saved /hub_data4/seohyun/saves/ecva_instruct/full/sft/checkpoint-525/global_step525/zero_pp_rank_0_mp_rank_00_model_states.pt.
[2025-12-19 10:31:04,045] [INFO] [torch_checkpoint_engine.py:21:save] [Torch] Saving /hub_data4/seohyun/saves/ecva_instruct/full/sft/checkpoint-525/global_step525/bf16_zero_pp_rank_0_mp_rank_00_optim_states.pt...
[2025-12-19 10:31:11,162] [INFO] [torch_checkpoint_engine.py:23:save] [Torch] Saved /hub_data4/seohyun/saves/ecva_instruct/full/sft/checkpoint-525/global_step525/bf16_zero_pp_rank_0_mp_rank_00_optim_states.pt.
[2025-12-19 10:31:11,163] [INFO] [engine.py:3701:_save_zero_checkpoint] zero checkpoint saved /hub_data4/seohyun/saves/ecva_instruct/full/sft/checkpoint-525/global_step525/bf16_zero_pp_rank_0_mp_rank_00_optim_states.pt
[2025-12-19 10:31:12,922] [INFO] [torch_checkpoint_engine.py:33:commit] [Torch] Checkpoint global_step525 is ready now!
[INFO|image_processing_base.py:253] 2025-12-19 10:31:12,934 >> Image processor saved in /hub_data4/seohyun/saves/ecva_instruct/full/sft/checkpoint-525/preprocessor_config.json
[INFO|tokenization_utils_base.py:2421] 2025-12-19 10:31:12,935 >> chat template saved in /hub_data4/seohyun/saves/ecva_instruct/full/sft/checkpoint-525/chat_template.jinja
[INFO|tokenization_utils_base.py:2590] 2025-12-19 10:31:12,951 >> tokenizer config file saved in /hub_data4/seohyun/saves/ecva_instruct/full/sft/checkpoint-525/tokenizer_config.json
[INFO|tokenization_utils_base.py:2599] 2025-12-19 10:31:12,967 >> Special tokens file saved in /hub_data4/seohyun/saves/ecva_instruct/full/sft/checkpoint-525/special_tokens_map.json
[INFO|video_processing_utils.py:600] 2025-12-19 10:31:13,189 >> Video processor saved in /hub_data4/seohyun/saves/ecva_instruct/full/sft/checkpoint-525/video_preprocessor_config.json
[INFO|processing_utils.py:814] 2025-12-19 10:31:13,200 >> chat template saved in /hub_data4/seohyun/saves/ecva_instruct/full/sft/checkpoint-525/chat_template.jinja
                                                                                                    
{'loss': 1.9771, 'grad_norm': 21.727389219761687, 'learning_rate': 1.5742914251607794e-06, 'epoch': 0.77}
{'loss': 0.844, 'grad_norm': 16.756844694655403, 'learning_rate': 1.5557616503611977e-06, 'epoch': 0.77}
{'loss': 1.0235, 'grad_norm': 19.988986275597437, 'learning_rate': 1.5373214595879416e-06, 'epoch': 0.77}
{'loss': 1.1426, 'grad_norm': 18.898399911913156, 'learning_rate': 1.5189713324670935e-06, 'epoch': 0.77}
{'loss': 1.4959, 'grad_norm': 20.587863802906337, 'learning_rate': 1.500711746282192e-06, 'epoch': 0.77}
{'loss': 1.1503, 'grad_norm': 18.119431166877547, 'learning_rate': 1.4825431759618208e-06, 'epoch': 0.78}
{'loss': 2.0091, 'grad_norm': 28.32892319237832, 'learning_rate': 1.4644660940672628e-06, 'epoch': 0.78}
{'loss': 0.7934, 'grad_norm': 12.540590374893448, 'learning_rate': 1.4464809707801985e-06, 'epoch': 0.78}
{'loss': 0.7208, 'grad_norm': 14.573381887838046, 'learning_rate': 1.4285882738904822e-06, 'epoch': 0.78}
{'loss': 0.8603, 'grad_norm': 16.765881567811626, 'learning_rate': 1.4107884687839762e-06, 'epoch': 0.78}
{'loss': 0.2345, 'grad_norm': 7.819495151877579, 'learning_rate': 1.3930820184304423e-06, 'epoch': 0.78}
{'loss': 0.8854, 'grad_norm': 16.620881730346667, 'learning_rate': 1.3754693833715e-06, 'epoch': 0.78}
{'loss': 0.8019, 'grad_norm': 15.35788626165932, 'learning_rate': 1.357951021708655e-06, 'epoch': 0.79}
{'loss': 1.2721, 'grad_norm': 20.002867640484812, 'learning_rate': 1.340527389091374e-06, 'epoch': 0.79}
{'loss': 1.6317, 'grad_norm': 22.91632646986835, 'learning_rate': 1.323198938705238e-06, 'epoch': 0.79}
{'loss': 0.7554, 'grad_norm': 15.56588710849119, 'learning_rate': 1.30596612126016e-06, 'epoch': 0.79}
{'loss': 1.1501, 'grad_norm': 27.253061365231066, 'learning_rate': 1.2888293849786503e-06, 'epoch': 0.79}
{'loss': 0.2246, 'grad_norm': 10.034235225404899, 'learning_rate': 1.2717891755841722e-06, 'epoch': 0.79}
{'loss': 1.1659, 'grad_norm': 17.088570112741543, 'learning_rate': 1.2548459362895377e-06, 'epoch': 0.79}
{'loss': 1.1264, 'grad_norm': 18.562636318158884, 'learning_rate': 1.2380001077853833e-06, 'epoch': 0.8}
{'loss': 0.3545, 'grad_norm': 11.181701419801916, 'learning_rate': 1.2212521282287093e-06, 'epoch': 0.8}
{'loss': 1.136, 'grad_norm': 16.850421830428477, 'learning_rate': 1.2046024332314843e-06, 'epoch': 0.8}
{'loss': 1.7555, 'grad_norm': 16.414493243393576, 'learning_rate': 1.188051455849309e-06, 'epoch': 0.8}
{'loss': 0.8642, 'grad_norm': 20.451581066081193, 'learning_rate': 1.1715996265701619e-06, 'epoch': 0.8}
{'loss': 0.3041, 'grad_norm': 11.369348172429282, 'learning_rate': 1.1552473733031893e-06, 'epoch': 0.8}
{'loss': 1.0854, 'grad_norm': 18.9741064114353, 'learning_rate': 1.1389951213675926e-06, 'epoch': 0.8}
{'loss': 1.0335, 'grad_norm': 15.078633293364511, 'learning_rate': 1.1228432934815487e-06, 'epoch': 0.81}
{'loss': 0.7702, 'grad_norm': 15.509156347175663, 'learning_rate': 1.1067923097512256e-06, 'epoch': 0.81}
{'loss': 1.4259, 'grad_norm': 20.62412141306422, 'learning_rate': 1.0908425876598512e-06, 'epoch': 0.81}
{'loss': 0.6603, 'grad_norm': 11.312709898014191, 'learning_rate': 1.0749945420568613e-06, 'epoch': 0.81}
{'loss': 1.3488, 'grad_norm': 24.842018634006635, 'learning_rate': 1.0592485851470973e-06, 'epoch': 0.81}
{'loss': 1.4291, 'grad_norm': 23.29995673931645, 'learning_rate': 1.0436051264800983e-06, 'epoch': 0.81}
{'loss': 1.452, 'grad_norm': 32.48434578093538, 'learning_rate': 1.0280645729394368e-06, 'epoch': 0.81}
{'loss': 1.2059, 'grad_norm': 22.394919099760354, 'learning_rate': 1.0126273287321476e-06, 'epoch': 0.82}
{'loss': 1.1594, 'grad_norm': 12.429553806564874, 'learning_rate': 9.972937953781985e-07, 'epoch': 0.82}
{'loss': 0.559, 'grad_norm': 17.06394565245332, 'learning_rate': 9.820643717000678e-07, 'epoch': 0.82}
{'loss': 1.3974, 'grad_norm': 18.981012928771253, 'learning_rate': 9.6693945381235e-07, 'epoch': 0.82}
{'loss': 1.0675, 'grad_norm': 25.71832990592825, 'learning_rate': 9.519194351114702e-07, 'epoch': 0.82}
{'loss': 0.9349, 'grad_norm': 18.535971514526835, 'learning_rate': 9.370047062654386e-07, 'epoch': 0.82}
{'loss': 1.7084, 'grad_norm': 17.876686773298406, 'learning_rate': 9.221956552036992e-07, 'epoch': 0.82}
{'loss': 0.8836, 'grad_norm': 17.632484107649855, 'learning_rate': 9.074926671070322e-07, 'epoch': 0.83}
{'loss': 0.7465, 'grad_norm': 16.30707495834992, 'learning_rate': 8.928961243975437e-07, 'epoch': 0.83}
{'loss': 1.1381, 'grad_norm': 26.540858713486976, 'learning_rate': 8.784064067287057e-07, 'epoch': 0.83}
{'loss': 0.8393, 'grad_norm': 15.496620680830357, 'learning_rate': 8.640238909754994e-07, 'epoch': 0.83}
{'loss': 0.7831, 'grad_norm': 13.316787080903195, 'learning_rate': 8.497489512245971e-07, 'epoch': 0.83}
{'loss': 0.9364, 'grad_norm': 20.941176386296643, 'learning_rate': 8.355819587646425e-07, 'epoch': 0.83}
{'loss': 1.6364, 'grad_norm': 18.669196156851914, 'learning_rate': 8.215232820765851e-07, 'epoch': 0.84}
{'loss': 0.5559, 'grad_norm': 13.608879540172627, 'learning_rate': 8.075732868241054e-07, 'epoch': 0.84}
{'loss': 1.5478, 'grad_norm': 18.882131523638098, 'learning_rate': 7.937323358440935e-07, 'epoch': 0.84}
{'loss': 1.0078, 'grad_norm': 20.448668829148797, 'learning_rate': 7.800007891372247e-07, 'epoch': 0.84}
{'loss': 1.0261, 'grad_norm': 20.73474241713469, 'learning_rate': 7.663790038585794e-07, 'epoch': 0.84}
{'loss': 0.716, 'grad_norm': 18.408688746738527, 'learning_rate': 7.528673343083715e-07, 'epoch': 0.84}
{'loss': 0.8643, 'grad_norm': 16.81845525465127, 'learning_rate': 7.394661319227175e-07, 'epoch': 0.84}
{'loss': 1.167, 'grad_norm': 18.98151800053827, 'learning_rate': 7.261757452645085e-07, 'epoch': 0.85}
{'loss': 0.3481, 'grad_norm': 11.119259933271191, 'learning_rate': 7.129965200143335e-07, 'epoch': 0.85}
{'loss': 1.1415, 'grad_norm': 20.17906414471489, 'learning_rate': 6.999287989614972e-07, 'epoch': 0.85}
{'loss': 0.5698, 'grad_norm': 17.531490483171584, 'learning_rate': 6.86972921995096e-07, 'epoch': 0.85}
{'loss': 0.3339, 'grad_norm': 14.646453632557227, 'learning_rate': 6.741292260951859e-07, 'epoch': 0.85}
{'loss': 1.0081, 'grad_norm': 12.373316937840201, 'learning_rate': 6.613980453240065e-07, 'epoch': 0.85}
{'loss': 2.1064, 'grad_norm': 26.73709558288285, 'learning_rate': 6.487797108173072e-07, 'epoch': 0.85}
{'loss': 0.5745, 'grad_norm': 15.596298152342527, 'learning_rate': 6.36274550775719e-07, 'epoch': 0.86}
{'loss': 0.6529, 'grad_norm': 14.266856676010757, 'learning_rate': 6.238828904562316e-07, 'epoch': 0.86}
{'loss': 0.855, 'grad_norm': 14.1637991314199, 'learning_rate': 6.116050521637218e-07, 'epoch': 0.86}
